Event Name,Start Time,Address,Guest Count,Hosts,Url
Startery x Antler: Launchpad [Summer 25] Kickoff,2025-05-21T22:00:00.000Z,,0,"McKenzie Hagan, Tejas Ravindra",https://lu.ma/launchpad_s25
Power Panels: Navigating Career Pivots,2025-05-21T22:30:00.000Z,"Fabrik DUMBO, 20 Jay St Suite 218, Brooklyn, NY 11201, USA",0,Georgia Rounder,https://lu.ma/2j8kr7y0
"The cabbage Salon: Becoming and Belonging, Navigating Identity in Digital and Physical Spaces",2025-05-21T23:00:00.000Z,"Heaven & Earth, 290 Nassau Ave, Brooklyn, NY 11222, USA",12,Jenita Richards,https://lu.ma/iwpyj1op
"NYC Rooftop Networking Event - Brands, Consumer Investors & Media Leaders",2025-05-22T20:00:00.000Z,,0,"mediaforgrowth NYC, Diana Florescu, Luca Zaccagnino",https://lu.ma/0x2gd3bf
The Dinner Table at Republic Latin Fusion (Williamsburg),2025-05-22T23:00:00.000Z,"Republic Latin Fusion, 181 N 10th St, Brooklyn, NY 11211, USA",9,The Dinner Table,https://lu.ma/DinnerTableRepublicLatinFusion
Inside Jokes,2025-05-23T01:00:00.000Z,"Flop House Comedy Club, 362 Grand St, Brooklyn, NY 11211, USA",0,"Jordan Perry, Erin Mikail Staples",https://lu.ma/0gx0bk5i
Junk Journaling Fest w/ Junklub,2025-05-24T16:00:00.000Z,"119 N 1st St, Brooklyn, NY 11249, USA",25,craftnook,https://lu.ma/97e7apjw
FC NYC • Founders Yoga (with ASIA YOGA NYC),2025-05-25T17:30:00.000Z,,0,"Founders Common, Damian Tenuta",https://lu.ma/heytmkm9
POSTPONED ✿ NEW DATE TBD ✿ Drawing Room Brooklyn Pre-Launch Party (in the park)!,2025-05-31T16:00:00.000Z,"McCarren Park, 776 Lorimer St, Brooklyn, NY 11222, USA",0,"Drawing Room, Adriana Gramly",https://lu.ma/0z0c7pjc
Web3 & AI Pitch Competition & VC networking by Ga^3in Ventures @TECHWEEK2025 in NYC,2025-06-02T14:00:00.000Z,,0,"Sergey Khusnetdinov, Svetlana Khusnetdinova, Nina, Tech Week",https://lu.ma/jz5gdw3g
Tech Carnival NYC,2025-06-03T23:00:00.000Z,,0,"Brett Perlmutter, Bulletpitch",https://lu.ma/p9p3jd3m
Diskokina June 4,2025-06-05T00:00:00.000Z,"180 Maiden Ln, New York, NY 10038, USA",0,NEW INC,https://lu.ma/DEMO2025-diskokina-june4
Tech Pickleball,2025-06-06T11:30:00.000Z,"McCarren Park Tennis Courts, 50 Bedford Ave, Brooklyn, NY 11222, USA",80,"John DiLoreto, Skyler Birk-Stachon, Optemization, Knock2",https://lu.ma/xz2bgdyi
NYC OceanTech Summit 2025,2025-06-06T17:00:00.000Z,,51,"William Lutz, Meredith, Delaney Demark, Caroline Williams",https://lu.ma/wwbomvw3
Founder Debate Night By Antler & Satori,2025-06-09T21:30:00.000Z,"123 Allen St, New York, NY 10002, USA",24,"Kyle Ferguson, Kaila J. Lim, Jake Bernstein",https://lu.ma/9kgb58fh
